Chromosome,Start,End,Number of healthy samples with peak (out of 26 total),Overlaps validated VISTA heart enhancer
chr15,101172714,101181766,12,.
chr15,101196303,101205307,7,.
chr15,101254665,101258202,9,.
chr15,101263454,101275736,12,.
chr15,101356148,101361790,20,.
chr15,101436857,101442093,4,.
chr15,101449261,101461104,19,.
chr15,101466787,101474097,25,.
chr15,101477252,101485547,14,.
chr15,101495416,101502876,22,.
chr15,101578661,101583514,22,.
chr15,101605072,101608696,3,.
chr15,101638137,101644638,12,.
chr15,101656116,101659994,12,.
chr15,101671876,101673349,2,.
chr15,101681785,101692057,12,.
chr15,101764712,101765902,4,.
chr16,81221,88130,18,.
chr16,99239,105757,11,yes
chr16,211130,214661,4,.
chr16,326413,328954,15,.
chr16,455498,460585,20,.
chr16,476113,479396,15,.
chr16,806518,809211,24,.
chr16,901222,902823,6,.
chr16,919331,922033,14,.
chr16,1017581,1020368,12,.
chr16,1087993,1092427,21,.
chr16,1156628,1161003,3,.
chr16,1168061,1171368,2,.
chr16,1179997,1185324,17,.
chr16,1295643,1298152,17,.
chr16,1325248,1329195,4,.
chr16,1430381,1434211,16,.
chr16,1557624,1562953,7,.
chr16,1637858,1644700,8,.
chr16,1655456,1659295,16,.
chr16,1686530,1693301,6,.
chr16,1712443,1715539,3,.
chr16,1717464,1724748,8,.
chr16,1928264,1930340,17,.
chr16,2120412,2129888,25,.
chr16,2169344,2171821,3,.
chr16,2225255,2227390,5,.
chr16,2370312,2372580,10,.
chr16,2484204,2488259,9,.
chr16,2504786,2510542,7,.
chr16,2601001,2604335,24,.
chr16,2676437,2677724,3,.
chr16,2679759,2680317,2,.
chr16,2689864,2693861,26,.
chr16,2701948,2708094,15,.
chr16,2835433,2836873,3,.
chr16,2841171,2845030,7,.
chr16,2887262,2894051,26,.
chr16,2902378,2908335,26,.
chr16,2918889,2920685,6,.
chr16,2926169,2927327,2,.
chr16,2983127,2987182,20,.
chr16,3003604,3003971,2,.
chr16,3057831,3061661,18,.
chr16,3104656,3107608,17,.
chr16,3120991,3126896,24,.
chr16,3140469,3154517,26,.
chr16,3165686,3166104,2,.
chr16,3348053,3350056,13,.
chr16,3431360,3432486,2,.
chr16,3447531,3452743,13,.
chr16,3532989,3540713,15,.
chr16,3545903,3550797,13,.
chr16,3589633,3594175,16,.
chr16,3695662,3699413,3,.
chr16,3719855,3721752,3,.
chr16,3748553,3756117,3,.
chr16,3788996,3805870,22,.
chr16,3816900,3827097,7,.
chr16,3839853,3851488,4,.
chr16,3852440,3866353,9,.
chr16,3867602,3878294,3,.
chr16,3945904,3955695,26,.
chr16,3956863,3966565,22,.
chr16,3970178,3972684,4,.
chr16,3997229,4001395,12,.
chr16,4002263,4005859,3,.
chr16,4009687,4014141,7,.
chr16,4017603,4020668,14,.
chr16,4042234,4050489,11,.
chr16,4062864,4067539,4,.
chr16,4083727,4099836,25,.
chr16,4100978,4104537,5,.
chr16,4187734,4192790,10,.
chr16,4193743,4226922,24,.
chr16,4246122,4249720,9,.
chr16,4290571,4295169,11,.
chr16,4297003,4301570,25,.
chr16,4305017,4312238,26,.
chr16,4337614,4342027,3,.
chr16,4381599,4394326,13,.
chr16,4479425,4493162,13,.
chr16,4498700,4504086,10,.
chr16,4637526,4642902,4,.
chr16,4659635,4662081,2,.
chr16,4796952,4797954,2,.
chr16,4835050,4838437,2,.
chr16,4879605,4886490,17,.
chr16,4941521,4948361,18,.
chr16,4980008,4984367,24,.
chr16,5001108,5007428,15,.
chr16,5035857,5036879,2,.
chr16,7342184,7349536,8,.
chr16,7351108,7383698,21,.
chr16,7400564,7406837,9,.
chr16,7496039,7499578,9,.
chr16,7501420,7505847,2,.
chr16,7599862,7606283,5,.
chr16,8109527,8111304,2,.
chr16,8112297,8114249,2,.
chr16,8684986,8688816,20,.
chr16,8739808,8743438,22,.
chr16,8835291,8836280,2,.
chr16,8845312,8857300,3,.
chr16,8887041,8889587,4,.
chr16,9045521,9050158,26,.
chr16,9052636,9056644,14,.
chr16,9059235,9062849,21,.
chr16,9077193,9082242,15,.
chr16,9084814,9085674,3,.
chr16,9119587,9130386,13,.
chr16,9198934,9200114,3,.
chr16,9350712,9352686,3,.
chr16,9362264,9375250,21,.
chr16,9378365,9380678,2,.
chr16,9419047,9420020,3,.
chr16,9421066,9427470,8,.
chr16,9445988,9450514,4,.
chr16,9488018,9492775,15,.
chr16,9785906,9788774,7,.
chr16,9794413,9800503,24,.
chr16,9854420,9855714,2,.
chr16,9868620,9871635,4,.
chr16,10079714,10082509,10,.
chr16,10085081,10088870,7,.
chr16,10321698,10324792,12,.
chr16,10329585,10336630,17,.
chr16,10400425,10407758,23,.
chr16,10501094,10505961,9,.
chr16,10513639,10516028,10,.
chr16,10529251,10538741,13,.
chr16,10540632,10542108,2,.
chr16,10551166,10555336,4,.
chr16,10595621,10604032,17,.
chr16,10607309,10614644,14,.
chr16,10614811,10625055,18,.
chr16,10736146,10740924,14,.
chr16,10747454,10755036,7,.
chr16,10820983,10835930,25,.
chr16,10842696,10844364,3,.
chr16,10845702,10849123,11,.
chr16,10865270,10874495,22,.
chr16,10906892,10907774,2,.
chr16,10956476,10970624,20,.
chr16,10979369,10983271,5,.
chr16,11004180,11013085,20,.
chr16,11014497,11019311,7,.
chr16,11028969,11039357,24,.
chr16,11045334,11048167,3,.
chr16,11098354,11108199,15,.
chr16,11127039,11146040,22,.
chr16,11154855,11156071,2,.
chr16,11156456,11165423,24,.
chr16,11166727,11170217,10,.
chr16,11220424,11227024,25,.
chr16,11239501,11244272,24,.
chr16,11258307,11260979,9,.
chr16,11264870,11266334,4,.
chr16,11295436,11299122,19,.
chr16,11325743,11330561,3,.
chr16,11348621,11351930,10,.
chr16,11355153,11360566,25,.
chr16,11361426,11365233,7,.
chr16,11396408,11397462,4,.
chr16,11416716,11418667,5,.
chr16,11493677,11500162,24,.
chr16,11559661,11565616,6,.
chr16,11601860,11606213,15,.
chr16,11621593,11622751,2,.
chr16,11631308,11633792,6,.
chr16,11637827,11642280,25,.
chr16,11681332,11683512,2,.
chr16,11694365,11723300,22,.
chr16,11822584,11825913,10,.
chr16,11859103,11873253,11,.
chr16,11876047,11877723,2,.
chr16,11991994,11998768,15,.
chr16,12001749,12003274,4,.
chr16,12009401,12011793,7,.
chr16,12034989,12037285,2,.
chr16,12056415,12065488,24,.
chr16,12085244,12092423,11,.
chr16,12095184,12098360,4,.
chr16,12118771,12121261,2,.
chr16,12135338,12144450,21,.
chr16,12146145,12149596,21,.
chr16,12157294,12160761,2,.
chr16,12177206,12179814,7,.
chr16,12288084,12290889,6,.
chr16,12299393,12302140,13,.
chr16,12327833,12331870,16,.
chr16,12333843,12339030,18,.
chr16,12361789,12364584,12,.
chr16,12458231,12460634,3,.
chr16,12469327,12471823,14,.
chr16,13893731,13900168,19,.
chr16,13907743,13916117,20,.
chr16,13955787,13959365,22,.
chr16,13991124,14008629,26,.
chr16,14040310,14046254,25,.
chr16,14054009,14059932,22,.
chr16,14086406,14091278,3,.
chr16,14094984,14099542,2,.
chr16,14106183,14115963,4,.
chr16,14124597,14126532,2,.
chr16,14154730,14157535,7,.
chr16,14195817,14198767,2,.
chr16,14201537,14204874,12,.
chr16,14238639,14244962,9,.
chr16,14283841,14288038,24,.
chr16,14324365,14327416,8,.
chr16,14345146,14350666,19,.
chr16,14398058,14402570,24,.
chr16,14481861,14499688,21,.
chr16,14507798,14512713,2,.
chr16,14526499,14530230,10,.
chr16,14547654,14551764,18,.
chr16,14558477,14561920,6,.
chr16,14954775,14957679,19,.
chr16,15012587,15018258,12,.
chr16,15140553,15147890,15,.
chr16,15402319,15406771,12,.
chr16,15426767,15429220,10,.
chr16,15438243,15442078,2,.
chr16,15488055,15495935,19,.
chr16,15517052,15523429,3,.
chr16,15550711,15551455,2,.
chr16,15561711,15564746,4,.
chr16,15579725,15583843,10,.
chr16,15586797,15598066,22,.
chr16,15652899,15655435,2,.
chr16,15656197,15662937,14,.
chr16,15768546,15771830,11,.
chr16,15807239,15812752,5,.
chr16,15873355,15875566,3,.
chr16,15958245,15964993,11,.
chr16,15965831,15967889,2,.
chr16,15971295,15981370,20,.
chr16,15982408,15985336,3,.
chr16,15986311,16003004,20,.
chr16,16018930,16034233,26,.
chr16,16038279,16052018,16,.
chr16,16059654,16065415,10,.
chr16,16066662,16068698,2,.
chr16,16069762,16075036,14,.
chr16,16119789,16121648,6,.
chr16,16126204,16127988,2,.
chr16,16143983,16146212,3,.
chr16,16149739,16151158,12,.
chr16,16861842,16870224,13,.
chr16,17222846,17226164,7,.
chr16,17294483,17298396,9,.
chr16,17312796,17314705,3,.
chr16,17328062,17333121,6,.
chr16,17333866,17334559,2,.
chr16,17341984,17348648,8,.
chr16,17376960,17381302,10,.
chr16,17395617,17398125,5,.
chr16,17404552,17407919,9,.
chr16,17432364,17434869,15,.
chr16,17448549,17449943,2,.
chr16,18929616,18935206,26,.
chr16,18956130,18963778,24,.
chr16,18997973,18999696,3,.
chr16,19004058,19008593,12,.
chr16,19027266,19032186,13,.
chr16,19059412,19064493,18,.
chr16,19124466,19141916,24,.
chr16,19594037,19597053,4,.
chr16,19637309,19646501,4,.
chr16,19654662,19656037,2,.
chr16,19663977,19669695,16,.
chr16,19740173,19759718,23,.
chr16,19765481,19768294,6,.
chr16,19776069,19778281,7,.
chr16,19782717,19786196,12,.
chr16,19802628,19816079,24,.
chr16,19829690,19846899,24,.
chr16,19848754,19856998,13,.
chr16,20438515,20441630,3,.
chr16,20510501,20511066,2,.
chr16,20709768,20714494,2,.
chr16,20843774,20847781,2,.
chr16,20848040,20858184,26,.
chr16,20859177,20864519,13,.
chr16,20876409,20890653,19,.
chr16,20913137,20921851,16,.
chr16,20926640,20932585,21,.
chr16,21023141,21025230,6,.
chr16,21030799,21035471,14,.
chr16,21071693,21073809,2,.
chr16,21177379,21180814,5,.
chr16,21263566,21268397,2,.
chr16,21500191,21505608,25,.
chr16,21506483,21522570,25,.
chr16,21554892,21559281,24,.
chr16,21568908,21570699,3,.
chr16,21588167,21591109,2,.
chr16,21626143,21627390,3,.
chr16,21639738,21649377,24,.
chr16,21772481,21773623,5,.
chr16,21818944,21821226,23,.
chr16,21983478,21991683,2,.
chr16,21996314,22000026,17,.
chr16,22041915,22051030,20,.
chr16,22068080,22074528,9,.
chr16,22187037,22201910,26,.
chr16,22214742,22224070,19,.
chr16,22230584,22243233,13,.
chr16,22346353,22347708,3,.
chr16,22367965,22372383,17,.
chr16,22423653,22426227,15,.
chr16,22682110,22687806,26,.
chr16,22692379,22697794,25,.
chr16,22898352,22900321,9,.
chr16,22955446,22956189,2,.
chr16,23061532,23067210,3,.
chr16,23079452,23084546,2,.
chr16,23113023,23137430,25,.
chr16,23139364,23144227,2,.
chr16,23243922,23247317,9,.
chr16,23361954,23363694,8,.
chr16,23365165,23367178,6,.
chr16,23397237,23400070,15,.
chr16,23408461,23409765,2,.
chr16,23421531,23427244,24,.
chr16,23462401,23465499,3,.
chr16,23490762,23493376,5,.
chr16,23501426,23507342,17,.
chr16,23583762,23586698,9,.
chr16,23824928,23828124,6,.
chr16,23907129,23908545,2,.
chr16,24113667,24120136,18,.
chr16,24220773,24221952,3,.
chr16,24413318,24417413,3,.
chr16,24645481,24647555,8,.
chr16,24684618,24687066,2,yes
chr16,24697442,24707985,24,.
chr16,24735822,24750497,6,.
chr16,24993603,25008836,2,.
chr16,25029926,25036965,24,.
chr16,25043064,25056321,26,.
chr16,25060240,25062393,2,.
chr16,25105731,25108360,5,.
chr16,25118628,25120055,2,.
chr16,26214587,26215266,2,.
chr16,26441011,26443220,5,.
chr16,27081051,27085839,10,.
chr16,27096115,27100046,13,.
chr16,27108829,27111718,17,.
chr16,27221363,27224158,10,.
chr16,27234126,27248345,16,.
chr16,27284892,27288774,9,.
chr16,27320074,27334450,19,.
chr16,27363862,27368357,16,.
chr16,27383420,27384526,2,.
chr16,27490247,27501522,21,.
chr16,27504714,27507699,2,.
chr16,27508022,27534486,23,.
chr16,27559678,27563186,4,.
chr16,27578294,27579323,2,.
chr16,27621461,27627575,11,.
chr16,27685090,27690739,15,.
chr16,27717558,27725062,13,.
chr16,27977704,27978468,2,.
chr16,28042557,28043845,2,.
chr16,28140692,28144123,3,.
chr16,28157697,28158651,2,.
chr16,28257231,28265998,21,.
chr16,28531080,28536626,18,.
chr16,28561266,28562740,2,.
chr16,28571637,28574980,15,.
chr16,28875245,28876099,2,.
chr16,28944021,28946670,19,.
chr16,29074036,29076117,17,.
chr16,29129055,29132132,3,.
chr16,29153106,29159968,23,.
chr16,29168484,29171236,2,.
chr16,29171861,29186505,25,.
chr16,29198054,29203772,3,.
chr16,29247494,29249815,18,.
chr16,29256051,29263437,17,.
chr16,29266575,29270175,4,.
chr16,29299112,29300922,5,.
chr16,29593394,29596519,25,.
chr16,29618306,29618721,2,.
chr16,29784485,29785783,4,.
chr16,29824120,29828446,2,.
chr16,29851228,29854401,11,.
chr16,30060247,30061885,3,.
chr16,30083008,30088998,4,.
chr16,30333639,30337480,26,.
chr16,30397638,30402712,24,.
chr16,30411536,30420355,25,.
chr16,30537451,30543699,22,.
chr16,30547790,30555345,7,.
chr16,30560329,30562402,13,.
chr16,30601329,30606353,6,.
chr16,30628052,30629504,22,.
chr16,30631539,30636234,26,.
chr16,30693630,30695565,3,.
chr16,30712815,30717944,8,.
chr16,30724162,30732711,4,.
chr16,30796373,30798194,9,.
chr16,30804823,30808900,26,.
chr16,30812361,30815763,26,.
chr16,30842282,30848474,18,.
chr16,30853261,30858222,15,.
chr16,30870274,30884983,26,.
chr16,30898757,30907172,24,.
chr16,30928953,30932673,14,.
chr16,30988025,30990580,6,.
chr16,31138109,31139722,5,.
chr16,31168303,31172361,24,.
chr16,31228883,31229521,2,.
chr16,31347507,31353418,3,.
chr16,31499950,31506202,4,.
chr16,31718534,31719879,2,.
chr16,31868803,31871224,9,.
chr16,31879584,31883084,3,.
chr16,35712456,35715485,13,.
chr16,46386268,46386602,8,.
chr16,46649222,46651025,4,.
chr16,46784528,46786648,2,.
chr16,46808506,46810815,2,.
chr16,46892785,46900198,16,.
chr16,46926659,46928939,9,.
chr16,46961572,46965274,3,.
chr16,46967727,46970736,4,.
chr16,47037503,47038510,2,.
chr16,47135516,47136964,2,.
chr16,47196374,47198616,2,.
chr16,47307706,47309376,2,.
chr16,47320336,47321498,3,.
chr16,47473693,47482387,11,.
chr16,47488696,47497295,26,.
chr16,47517198,47522035,14,.
chr16,47522427,47525954,9,.
chr16,47563087,47568462,9,.
chr16,47778387,47780957,8,.
chr16,48112699,48113877,4,.
chr16,48122591,48129451,22,.
chr16,48135551,48138710,5,.
chr16,48265127,48287299,19,.
chr16,48315695,48321986,11,.
chr16,48442501,48447118,22,.
chr16,48452578,48454230,7,.
chr16,48497269,48504186,15,.
chr16,48533813,48544922,22,.
chr16,48554770,48563226,2,.
chr16,48582346,48600152,8,.
chr16,48615007,48619106,4,.
chr16,48945859,48948565,8,.
chr16,48962486,48964897,4,.
chr16,49009220,49014087,4,.
chr16,49096777,49098934,10,.
chr16,49110896,49115173,20,.
chr16,49129874,49131088,3,.
chr16,49192902,49198400,6,.
chr16,49438426,49443480,9,.
chr16,49451096,49453064,3,.
chr16,49484040,49486332,4,.
chr16,49491022,49493938,10,.
chr16,49559912,49561267,2,.
chr16,49594653,49598145,6,.
chr16,49618288,49623937,25,.
chr16,49642490,49644799,2,.
chr16,49648767,49655874,9,.
chr16,49696574,49704350,22,.
chr16,49752702,49758248,26,.
chr16,49765662,49767821,8,.
chr16,49771937,49779571,12,.
chr16,49813052,49815046,4,.
chr16,49830974,49841364,8,.
chr16,49866221,49867164,2,.
chr16,50036614,50040482,4,.
chr16,50091860,50095705,17,.
chr16,50198902,50212280,15,.
chr16,50257941,50262162,11,.
chr16,50371855,50374538,18,.
chr16,50573698,50575669,3,.
chr16,50584249,50586237,3,.
chr16,50588713,50590161,2,.
chr16,50598321,50604619,5,.
chr16,50612756,50617039,5,.
chr16,50664177,50666643,20,.
chr16,50666700,50669808,3,.
chr16,51833376,51835368,3,.
chr16,52137754,52143885,2,.
chr16,52147987,52150518,9,.
chr16,53031246,53032259,2,.
chr16,53060540,53076704,16,.
chr16,53077561,53095848,4,.
chr16,53120054,53124127,6,.
chr16,53146829,53149456,3,.
chr16,53215298,53224138,6,.
chr16,53483293,53485991,4,.
chr16,53487209,53491410,11,.
chr16,53507047,53512211,21,.
chr16,53513619,53521950,25,.
chr16,53664348,53665939,2,.
chr16,53732248,53733369,3,.
chr16,53766557,53777414,14,.
chr16,53862294,53868059,23,.
chr16,53891932,53896042,2,.
chr16,53957453,53962017,9,.
chr16,53966701,53970279,6,.
chr16,53972592,53975280,3,.
chr16,53994733,53996597,7,.
chr16,54065825,54068171,2,.
chr16,54177397,54179049,4,yes
chr16,54192467,54201461,26,.
chr16,54212759,54218973,12,.
chr16,54231392,54238308,14,.
chr16,54264613,54269574,9,.
chr16,54401336,54405527,10,.
chr16,54411128,54413824,5,.
chr16,54416951,54425228,25,.
chr16,54445157,54449309,22,.
chr16,54453273,54455333,6,.
chr16,54480522,54492065,25,yes
chr16,54497695,54509288,22,.
chr16,54509746,54512628,12,.
chr16,54520113,54525860,4,.
chr16,54653701,54657753,3,.
chr16,54860298,54863953,16,.
chr16,54870018,54870968,4,.
chr16,54889648,54891652,4,.
chr16,54896070,54897865,5,.
chr16,54900151,54903257,6,.
chr16,55263531,55265319,2,.
chr16,55270141,55275588,4,.
chr16,55294111,55297016,10,.
chr16,55366372,55381945,24,.
chr16,55495068,55504135,5,.
chr16,55561103,55564561,2,.
chr16,55759660,55761308,7,.
chr16,55910945,55918192,24,.
chr16,56046203,56049520,16,.
chr16,56100408,56103978,22,.
chr16,56142998,56144382,4,.
chr16,56160946,56165457,14,.
chr16,56236184,56239776,3,.
chr16,56245622,56247323,3,.
chr16,56251499,56272691,24,.
chr16,56291980,56297794,20,.
chr16,56298926,56300958,6,.
chr16,56355036,56361175,15,.
chr16,56369605,56372690,8,.
chr16,56550827,56552717,3,.
chr16,56615928,56623244,19,.
chr16,56642239,56643911,4,.
chr16,56690908,56693392,6,.
chr16,56741861,56746800,2,.
chr16,56908589,56919444,19,.
chr16,56964418,56967085,7,.
chr16,56984678,56987038,2,.
chr16,56996572,57002807,19,.
chr16,57009832,57015978,12,.
chr16,57060200,57063790,9,.
chr16,57115016,57116445,2,.
chr16,57165597,57168363,8,.
chr16,57192730,57197675,3,.
chr16,57231443,57236897,22,.
chr16,57259048,57262258,13,.
chr16,57264687,57271294,4,.
chr16,57275825,57277830,3,.
chr16,57297243,57308247,26,.
chr16,57312475,57320211,24,.
chr16,57334358,57336154,10,.
chr16,57365390,57369185,12,.
chr16,57379425,57388644,5,.
chr16,57389630,57391894,2,.
chr16,57393921,57395644,6,.
chr16,57406306,57412197,15,.
chr16,57415188,57419805,9,.
chr16,57421887,57425619,9,.
chr16,57468918,57474766,3,.
chr16,57524344,57525912,12,.
chr16,57529573,57530864,2,.
chr16,57784103,57794040,18,.
chr16,57813095,57819278,25,.
chr16,57822482,57832026,20,.
chr16,57856280,57861590,16,.
chr16,57888192,57896438,4,.
chr16,57935034,57937443,14,.
chr16,57940799,57942392,4,.
chr16,57987230,57989754,7,.
chr16,58003063,58005872,4,.
chr16,58043606,58052982,17,.
chr16,58079818,58083396,15,.
chr16,58101768,58104545,26,.
chr16,58314138,58322350,17,.
chr16,58324962,58329982,5,.
chr16,58335552,58350588,23,.
chr16,58431301,58436376,5,.
chr16,58447222,58456634,19,.
chr16,58696411,58708386,16,.
chr16,58776676,58778047,3,.
chr16,58789705,58795097,20,.
chr16,59210274,59212647,3,.
chr16,59885344,59886643,2,.
chr16,60808681,60819025,19,.
chr16,63439553,63443356,12,.
chr16,63529731,63532869,5,.
chr16,63578132,63587091,14,.
chr16,63595471,63613550,18,.
chr16,64180954,64183758,2,.
chr16,64232953,64237565,4,.
chr16,64241578,64243364,10,.
chr16,64245687,64255710,14,.
chr16,64287139,64291726,20,.
chr16,64390117,64393638,12,.
chr16,64408665,64420563,13,.
chr16,64468339,64470909,2,.
chr16,64473152,64479335,21,.
chr16,64863960,64866646,5,.
chr16,64879642,64883656,11,.
chr16,64907550,64913071,11,.
chr16,64925450,64925913,2,.
chr16,64951298,64954760,4,.
chr16,65247768,65251487,22,.
chr16,65308129,65313462,20,.
chr16,65658232,65659611,2,.
chr16,66028443,66029755,3,.
chr16,66034390,66039027,15,.
chr16,66064964,66066658,3,.
chr16,66134574,66137043,12,.
chr16,66150109,66151634,4,.
chr16,66204917,66208394,5,.
chr16,66240260,66242153,3,.
chr16,66245288,66253891,14,.
chr16,66261715,66270734,10,.
chr16,66315425,66316671,5,.
chr16,66380263,66393624,15,.
chr16,66396689,66402684,10,.
chr16,66432057,66434561,6,.
chr16,66501967,66505725,17,.
chr16,66617316,66620756,4,.
chr16,66658414,66663513,24,.
chr16,66701684,66708372,21,.
chr16,66739263,66744437,3,.
chr16,66893241,66914044,26,yes
chr16,67012347,67017684,21,.
